id_document,isbn,titre,auteur,genre,support,annee_publication,code_site,prix_achat
150,9788611803330,Les corps flottants volume 3,Marjane Satrapi,Documentaire,CD,2006,MED-SEC,39.2
279,9784171150508,Le bruit du temps,Jean-Paul Dubois,Documentaire,Livre,2018,MED-VIL,
172,9789653644462,Les corps flottants,Marjane Satrapi,BD,CD,2003,MED-SEC,17.75
64,9788980119160,Rivages,Jean-Paul Dubois,Policier,Livre numerique,2022,MED-ARM,43.99
231,9782271598822,Terres promises,Pierre Lemaitre,BD,Livre,2010,MED-ROU,25.25
57,9782454905342,L'atelier des jours,Maylis de Kerangal,Documentaire,CD,2013,MED-LIL,31.6
22,9787525494609,La part du fleuve II,Jean-Paul Dubois,Policier,DVD,2008,MED-ARM,36.97
13,9788024025962,Les corps flottants,Pierre Lemaitre,Roman,Livre,,MED-SEC,28.53
36,9783549709526,Terres promises,Emmanuel Lepage,BD,DVD,2002,MED-LIL,31.18
298,9787234109937,Mille soleils,Alice Zeniter,Essai,DVD,2009,MED-LIL,6.93
320,9788053117723,Ceux qui restent I,Virginie Despentes,Jeunesse,Livre,2005,MED-LIL,
328,9786181442738,Nord perdu tome 2,Maylis de Kerangal,Manga,Livre numerique,1999,MED-VIL,35.87
400,9788681525644,L'atelier des jours II,Zep,Policier,Livre numerique,2001,MED-VIL,40.73
187,9781561551732,Nord perdu,Pierre Lemaitre,Documentaire,CD,2021,MED-ARM,40.49
257,9782396056444,Les corps flottants volume 3,Emmanuel Lepage,Poesie,Livre,2009,MED-ARM,38.49
389,9786422964056,Le chant des vivants II,Pierre Lemaitre,Poesie,Livre,2021,MED-LIL,35.56
240,9786592154245,Rivages volume 3,Jean-Paul Dubois,Policier,Livre,2012,MED-LIL,44.06
377,9788697412347,La part du fleuve II,Herve Le Tellier,BD,CD,2018,MED-VIL,6.96
8,9789093651530,Le fil rouge,Virginie Despentes,Documentaire,Livre,2020,MED-TOU,5.87
390,9785145032891,La maison vide tome 2,Pierre Lemaitre,Jeunesse,Livre,2018,MED-ROU,32.68
86,9787534146428,Mille soleils,Herve Le Tellier,Manga,Livre numerique,2007,MED-SEC,28.42
151,9782150994409,Ceux qui restent II,FRED VARGAS,Essai,Livre,2021,MED-ROU,34.01
28,9782331090575,Le chant des vivants II,Fred Vargas,Poesie,Livre,1998,MED-VIL,29.49
191,9783005882924,Mille soleils I,Leila Slimani,Documentaire,Livre,2006,MED-SEC,7.53
269,9783042932096,Comme un lundi I,Nicolas Mathieu,Policier,Livre,2012,MED-LIL,23.21
372,9786329301854,Les jours heureux,Jean-Paul Dubois,Manga,CD,2017,MED-ARM,26.74
154,9786645414654,Les hautes collines,Fred Vargas,Policier,CD,2014,MED-SEC,16.57
395,9786462929176,Ceux qui restent,Nicolas Mathieu,Roman,Livre numerique,2008,MED-ARM,17.58
420,9785067848337,Le fil rouge II,Maylis de Kerangal,BD,Livre,2002,MED-ARM,36.31
327,9781810443113,Sous les branches,Leila Slimani,Roman,Livre,2023,MED-SEC,30.96
247,9784563273485,Le bruit du temps,Leila Slimani,Poesie,DVD,2007,MED-LIL,40.31
312,9788016990497,Les jours heureux volume 3,Herve Le Tellier,Roman,Livre,2020,MED-SEC,18.16
79,9783547078406,Une saison douce,Catherine Meurisse,Poesie,Livre numerique,2018,MED-TOU,43.71
19,9785501930879,La maison vide,Emmanuel Lepage,Documentaire,Livre,2024,MED-SEC,32.31
18,9783569333643,La part du fleuve,Riad Sattouf,Policier,DVD,2012,MED-VIL,6.85
87,9783277946209,Une saison douce,Nicolas Mathieu,Poesie,Livre numerique,2014,MED-ROU,28.67
285,9787918739538,L'atelier des jours volume 3,Catherine Meurisse,BD,Livre,2007,MED-TOU,19.65
74,9782599229892,La maison vide volume 3,Alice Zeniter,Manga,CD,2004,MED-VIL,23.65
337,9786315679170,Reparer les vivants volume 3,Emmanuel Lepage,Poesie,Livre,2025,MED-VIL,38.19
7,9788191077343,Les jours heureux,Marjane Satrapi,Jeunesse,DVD,2012,MED-VIL,31.96
88,9789546727296,Le dernier train volume 3,Virginie Despentes,Roman,Livre,2023,MED-ROU,7.52
217,9784253084112,Les corps flottants,Maylis de Kerangal,BD,Livre,2002,MED-TOU,28.08
222,9782408704586,La part du fleuve,Alice Zeniter,Jeunesse,Livre,2022,MED-VIL,8.5
97,9782630125547,Le dernier train I,Marjane Satrapi,Essai,CD,2024,MED-VIL,32.0
286,9785424322793,Les corps flottants tome 2,Zep,BD,Livre,2012,MED-ARM,19.15
127,9781334605116,Terres promises II,Pierre Lemaitre,Roman,CD,1999,MED-TOU,42.44
117,9785497046599,Reparer les vivants tome 2,Pierre Lemaitre,Manga,CD,2021,MED-LIL,15.6
246,9788642019058,Le chant des vivants I,Herve Le Tellier,BD,DVD,2016,MED-ROU,17.71
275,9786296307290,Le fil rouge,Riad Sattouf,Manga,CD,,MED-ROU,6.04
297,9781188485227,Une saison douce I,Emmanuel Lepage,Essai,Livre numerique,2009,MED-SEC,44.27
94,9785359953250,Les hautes collines II,Virginie Despentes,Policier,Livre,1999,MED-SEC,30.09
223,9784028620929,Rivages,Herve Le Tellier,Roman,CD,2011,MED-TOU,21.26
292,9789054620312,L'atelier des jours tome 2,Marjane Satrapi,Poesie,Livre,2016,MED-ROU,12.0
283,9783067158249,La part du fleuve volume 3,Virginie Despentes,Essai,Livre numerique,2017,MED-ROU,8.28
413,9789297498572,L'anomalie,Leila Slimani,Poesie,Livre,2018,MED-TOU,22.22
159,9784297788525,Le chant des vivants I,Leila Slimani,BD,Livre,2012,MED-ROU,43.84
195,9787102629304,Ceux qui restent II,Riad Sattouf,Roman,Livre,2024,MED-TOU,20.85
137,9785809030907,Nord perdu II,Herve Le Tellier,Essai,Livre,2015,MED-ROU,12.91
360,9788539390322,Le chant des vivants tome 2,Herve Le Tellier,Jeunesse,CD,2013,MED-ARM,20.77
263,9789704148851,Mille soleils volume 3,Maylis de Kerangal,Roman,DVD,2004,MED-VIL,43.48
398,9784361328949,Les hautes collines,Jean-Paul Dubois,Jeunesse,Livre,2014,MED-TOU,40.92
334,9785822865648,Comme un lundi I,Marjane Satrapi,Documentaire,DVD,2009,MED-LIL,18.92
274,9787410371104,Mille soleils tome 2,Riad Sattouf,Documentaire,Livre,2007,MED-SEC,12.92
129,9784404985202,L'anomalie,Nicolas Mathieu,Manga,Livre,2035,MED-ROU,
111,9786985455723,Le chant des vivants II,Emmanuel Lepage,BD,Livre,2003,MED-ARM,12.99
165,9788783857272,L'anomalie,Jean-Paul Dubois,Roman,Livre numerique,2022,MED-TOU,36.58
391,9783802137805,Le fil rouge volume 3,Marjane Satrapi,BD,Livre,2008,MED-SEC,34.68
409,9785544058561,Le dernier train,Zep,Manga,CD,2024,MED-SEC,8.47
280,9783943316683,La maison vide,Delphine de Vigan,Poesie,CD,2013,MED-TOU,34.17
102,9785941638633,La part du fleuve,Riad Sattouf,Roman,Livre,1998,MED-ARM,10.3
284,9784988490290,Terres promises I,Nicolas Mathieu,Documentaire,Livre numerique,2016,MED-SEC,42.39
174,9785484710648,Les corps flottants,Maylis de Kerangal,Policier,DVD,2009,MED-ARM,28.72
81,9781094344765,Mille soleils volume 3,Catherine Meurisse,Poesie,Livre,2023,MED-LIL,9.65
396,9789707451420,Terres promises,Zep,Jeunesse,Livre,2018,MED-VIL,17.84
362,9783971634378,Les jours heureux tome 2,Herve Le Tellier,Poesie,Livre,2009,MED-LIL,11.53
361,9786954810928,L'atelier des jours,Virginie Despentes,Essai,Livre numerique,2000,MED-ARM,35.94
29,9783610419498,Les corps flottants volume 3,Nicolas Mathieu,Essai,Livre,2008,MED-SEC,40.2
218,9789874543017,Reparer les vivants,Riad Sattouf,Roman,Livre,2017,MED-ARM,29.35
70,9783976330831,Une saison douce II,Zep,BD,CD,,MED-ROU,21.85
314,9787658912784,Les jours heureux,Herve Le Tellier,Poesie,Livre,2010,MED-ARM,30.21
164,9784925980263,Une saison douce,Fred Vargas,BD,Livre,2005,MED-VIL,
131,9782338444332,Mille soleils I,Herve Le Tellier,BD,DVD,2011,MED-VIL,33.78
227,9783435325187,Le dernier train volume 3,Alice Zeniter,Roman,Livre,2018,MED-SEC,36.93
101,9781485907745,Rivages,Pierre Lemaitre,Roman,DVD,2013,MED-ARM,17.79
105,9789569115838,Le dernier train II,Leila Slimani,Poesie,Livre,2020,MED-LIL,14.58
237,9784833953327,Rivages I,Herve Le Tellier,Jeunesse,DVD,2010,MED-VIL,8.17
399,9787069481240,Les corps flottants,Herve Le Tellier,BD,Livre,2010,MED-ARM,8.84
95,9786742766243,La maison vide,Herve Le Tellier,BD,Livre,2004,MED-LIL,6.25
213,9782022638667,Le fil rouge I,Zep,Poesie,Livre,2001,MED-LIL,15.68
330,9785720168930,L'atelier des jours tome 2,Nicolas Mathieu,Jeunesse,Livre,2018,MED-TOU,15.11
382,9785404588590,Le bruit du temps II,Maylis de Kerangal,Poesie,Livre,2004,MED-LIL,26.44
178,9781402922632,Les hautes collines,Alice Zeniter,Poesie,Livre,2003,MED-LIL,23.51
133,9786118283222,Les jours heureux,Marjane Satrapi,Essai,DVD,2011,MED-ARM,11.45
188,9787380286179,Les hautes collines,Maylis de Kerangal,Jeunesse,CD,2012,MED-LIL,19.7
98,9783539443922,Ceux qui restent tome 2,Riad Sattouf,Jeunesse,Livre,2000,MED-LIL,20.4
116,9781562387933,Le dernier train,Maylis de Kerangal,Essai,Livre,2011,MED-LIL,22.95
305,9787210289684,Reparer les vivants volume 3,Fred Vargas,BD,Livre,2009,MED-TOU,33.12
414,9781118176309,Terres promises,Maylis de Kerangal,Jeunesse,DVD,2004,MED-TOU,39.26
199,9783873693934,Rivages volume 3,Maylis de Kerangal,BD,Livre numerique,2011,MED-ARM,37.58
190,9784029129091,La part du fleuve I,Nicolas Mathieu,Essai,Livre,2018,MED-TOU,34.41
75,9787900331946,Une saison douce,Fred Vargas,Documentaire,CD,2007,MED-ROU,10.08
156,9787361131746,Terres promises tome 2,Jean-Paul Dubois,Policier,Livre numerique,2003,MED-ARM,10.59
338,9788369156359,La part du fleuve tome 2,Pierre Lemaitre,Policier,Livre,2021,MED-LIL,20.26
363,9784413652360,Le fil rouge II,Jean-Paul Dubois,Jeunesse,Livre,2000,MED-TOU,18.09
319,9781137665519,Rivages II,Nicolas Mathieu,Policier,Livre numerique,2008,MED-ARM,36.48
69,9788685892210,Comme un lundi I,Emmanuel Lepage,BD,Livre,2006,MED-TOU,43.54
238,9788015315907,Mille soleils II,Maylis de Kerangal,Documentaire,Livre,2011,MED-LIL,8.32
47,9782608711742,Rivages,Delphine de Vigan,Jeunesse,Livre,2020,MED-ARM,11.59
60,9781572315428,Rivages,Maylis de Kerangal,Jeunesse,Livre,2015,MED-LIL,12.82
253,9785588208959,Reparer les vivants I,Emmanuel Lepage,Manga,Livre,2012,MED-TOU,43.55
343,9788975109690,Une saison douce II,Nicolas Mathieu,Manga,Livre numerique,2022,MED-SEC,6.96
252,9782844725568,Les hautes collines,Delphine de Vigan,Poesie,Livre,2007,MED-SEC,25.68
348,9784224183718,Le bruit du temps,Fred Vargas,Roman,DVD,2003,MED-TOU,
115,9782487912120,Ceux qui restent I,Pierre Lemaitre,Essai,Livre,2000,MED-LIL,41.77
204,9789567561797,Le bruit du temps,Herve Le Tellier,Essai,CD,2022,MED-ARM,44.14
121,9789736192455,Rivages volume 3,Nicolas Mathieu,Jeunesse,DVD,2006,MED-VIL,16.96
3,9783738975628,Terres promises tome 2,Marjane Satrapi,Poesie,Livre,2023,MED-ARM,26.75
317,9786424399434,Les jours heureux volume 3,Alice Zeniter,Jeunesse,DVD,1998,MED-ARM,31.39
410,9787777380090,Le fil rouge volume 3,Fred Vargas,Manga,Livre,2025,MED-TOU,25.11
287,9786377505215,Une saison douce,Maylis de Kerangal,BD,Livre,2007,MED-ROU,9.44
369,9787872312624,Terres promises,Nicolas Mathieu,Poesie,Livre,2000,MED-LIL,6.35
42,9783459424283,Le chant des vivants,Virginie Despentes,Manga,DVD,2007,MED-ARM,37.58
354,9781328497183,Les hautes collines,Delphine de Vigan,Documentaire,CD,2021,MED-TOU,27.72
268,9788475817743,Le chant des vivants I,Alice Zeniter,Documentaire,DVD,2014,MED-ROU,37.84
266,9783919680556,La maison vide tome 2,Pierre Lemaitre,Poesie,Livre,,MED-TOU,11.43
387,9786680522400,Les jours heureux,Alice Zeniter,Manga,Livre,2008,MED-SEC,26.65
171,9789576269054,La maison vide II,Virginie Despentes,BD,DVD,2024,MED-ROU,28.12
34,9781537764536,Les hautes collines volume 3,Alice Zeniter,Roman,CD,2019,MED-SEC,42.42
304,9785861105470,La part du fleuve I,Emmanuel Lepage,Roman,Livre,2018,MED-SEC,35.02
144,9789047966686,Reparer les vivants,Leila Slimani,Jeunesse,DVD,2008,MED-SEC,26.23
85,9783275963392,Comme un lundi volume 3,Jean-Paul Dubois,Documentaire,Livre,2013,MED-SEC,6.84
130,9786527945503,Le dernier train,Catherine Meurisse,Poesie,DVD,2022,MED-SEC,38.47
276,9784987953203,Le fil rouge I,Fred Vargas,Documentaire,Livre,,MED-LIL,24.32
323,9787194375906,Les jours heureux,Leila Slimani,Roman,Livre,1998,MED-LIL,35.38
345,9784857607094,Ceux qui restent,Catherine Meurisse,Jeunesse,Livre,2000,MED-TOU,30.1
335,9784126866949,Les hautes collines I,Jean-Paul Dubois,Poesie,Livre,1999,MED-ROU,11.53
196,9785637643402,Comme un lundi,Marjane Satrapi,Jeunesse,DVD,2009,MED-LIL,25.23
404,9787484665054,Terres promises,Herve Le Tellier,Jeunesse,Livre,2020,MED-TOU,
243,9786107080689,L'atelier des jours,Virginie Despentes,Essai,Livre numerique,2012,MED-SEC,44.5
358,9785349830155,Les corps flottants I,Marjane Satrapi,BD,Livre numerique,1998,MED-TOU,27.98
385,9782585671188,L'atelier des jours tome 2,Pierre Lemaitre,BD,DVD,2006,MED-ROU,20.3
157,9785136842938,Terres promises II,Nicolas Mathieu,Poesie,Livre,2010,MED-ARM,32.76
401,9782848798644,Comme un lundi tome 2,Pierre Lemaitre,Policier,Livre,1999,MED-ROU,9.48
357,9784133474244,Les hautes collines,Pierre Lemaitre,Roman,Livre,2014,MED-SEC,16.08
